Emp_id,Name,Company,Gender,Age,Performance Score,Years at Company,Monthly Hours,Projects Completed,Satisfaction Level,Salary (INR),Work Accidents,Last Promotion,Department,JobSecurityScore
EMP002952,Vikas,Cognizant,Male,22,5,16,190,7,0.89,105208,1,2,Quality Assurance,5
EMP002953,Neha,Cognizant,Female,57,1,15,134,10,0.97,196426,3,3,Software Development,2
EMP002954,Aarti,Cognizant,Female,24,5,18,157,3,0.87,44163,1,6,Marketing,5
EMP002955,Suresh,Accenture India,Male,30,5,4,272,9,0.28,189071,0,1,Quality Assurance,5
EMP002956,Neha,Infosys,Female,40,3,5,180,2,0.54,199843,0,3,Software Development,3
EMP002957,Karan,Accenture India,Male,55,4,16,297,2,0.93,37855,2,6,software dev,5
EMP002958,Anjali,Cognizant,Female,30,1,15,129,7,0.27,188918,1,10,IT,1
EMP002959,Manish,HCL Technologies,Male,48,3,15,219,13,0.44,97462,0,8,Software Development,4
EMP002960,Aarti,LTIMindtree,Female,35,1,6,220,9,0.57,54077,0,7,Quality Assurance,1
EMP002961,Aarti,Wipro,Female,56,1,15,297,14,0.56,107255,1,3,Quality Assurance,2
EMP002962,Pooja,Accenture India,Female,21,4,8,242,6,0.96,198991,3,1,software dev,4
EMP002963,Swati,Infosys,Female,42,4,5,161,11,0.52,57839,0,8,Human Resources,4
EMP002964,Pooja,Infosys,Female,47,3,15,299,1,0.39,180854,2,3,IT,3
EMP002965,Suresh,Tech Mahindra,Male,49,2,8,293,6,0.56,41621,1,8,Human Resources,2
EMP002966,Ritu,LTIMindtree,Female,35,3,3,159,4,0.52,32009,2,8,Finance,1
EMP002967,Anjali,TCS,Female,30,3,5,143,5,0.7,95794,0,4,Sales,2
EMP002968,Kavita,Capgemini,Female,40,2,13,188,4,1,56915,0,5,Quality Assurance,3
EMP002969,Ritu,Cognizant,Female,42,1,2,204,14,0.64,178446,0,5,Sales,2
EMP002970,Vikas,TCS,Male,29,5,16,287,3,0.57,95257,1,4,Marketing,5
EMP002971,Suresh,Tech Mahindra,Male,52,2,10,267,2,0.68,197987,0,9,Sales,3
EMP002972,Vikas,Cognizant,Male,37,5,7,148,2,0.98,104472,3,6,Software Development,4
EMP002973,Sneha,LTIMindtree,Female,39,1,7,156,10,0.7,175387,1,10,Human Resources,1
EMP002974,Amit,Tech Mahindra,Male,47,2,3,139,11,0.3,146162,3,6,IT,1
EMP002975,Meena,Cognizant,Female,57,4,14,265,4,0.93,109403,0,6,Finance,5
EMP002976,Rohit,LTIMindtree,Male,54,3,15,123,3,0.67,92028,2,5,Software Development,3
EMP002977,Arjun,IBM India,Male,30,2,10,258,11,0.33,182443,2,1,Quality Assurance,2
EMP002978,Arjun,TCS,Male,50,2,6,205,12,0.38,54956,1,7,Quality Assurance,2
EMP002979,Rohit,TCS,Male,41,1,17,171,6,0.3,31268,0,10,Quality Assurance,1
EMP002980,Swati,Capgemini,Female,41,4,5,162,10,0.97,29005,1,9,Finance,4
EMP002981,Ankit,LTIMindtree,Male,54,2,3,261,13,0.26,75705,0,3,Sales,2
EMP002982,Rahul,Accenture India,Male,29,4,4,241,3,0.81,184035,3,10,Human Resources,3
EMP002983,Karan,IBM India,Male,54,5,2,292,3,0.47,114297,3,5,Finance,4
EMP002984,Meena,HCL Technologies,Female,32,2,5,275,4,0.26,192671,1,6,IT,1
EMP002985,Priya,Cognizant,Female,41,4,13,251,14,0.55,192427,3,0,software dev,5
EMP002986,Karan,IBM India,Male,40,3,0,263,15,0.2,160748,2,5,Software Development,2
EMP002987,Kavita,LTIMindtree,Female,26,1,19,285,5,0.85,195572,1,7,Software Development,2
EMP002988,Suresh,Wipro,Male,56,4,13,270,15,0.63,59091,3,4,IT,5
EMP002989,Arjun,Cognizant,Male,32,1,5,196,11,0.56,60868,0,7,Quality Assurance,1
EMP002990,Aarti,Infosys,Female,51,2,2,267,15,0.86,53830,1,5,Sales,3
EMP002991,Manish,TCS,Male,22,2,16,202,9,0.62,161894,2,6,Finance,3
EMP002992,Anjali,LTIMindtree,Female,36,5,13,268,13,0.68,52844,0,8,Sales,5
EMP002993,Rahul,Infosys,Male,21,1,18,289,11,0.85,139575,2,6,Human Resources,3
EMP002994,Sneha,Capgemini,Female,24,3,6,188,5,0.78,104780,0,1,Marketing,4
EMP002995,Ankit,Tech Mahindra,Male,21,3,10,133,14,0.73,195559,0,7,Human Resources,4
EMP002996,Priya,HCL Technologies,Female,55,4,6,189,15,0.76,68556,2,0,Operations,4
EMP002997,Ritu,HCL Technologies,Female,33,3,12,124,1,0.41,42429,0,0,IT,3
EMP002998,Deepak,Infosys,Male,51,1,20,271,9,0.29,126818,1,9,Operations,2
EMP002999,Aarti,TCS,Female,40,2,13,276,13,0.7,68556,3,5,software dev,2
EMP003000,Rohit,Capgemini,Male,27,1,10,121,2,0.38,135353,0,7,Software Development,1
EMP003001,Neha,Wipro,Female,53,1,7,125,13,0.24,156720,1,9,Human Resources,1
EMP003002,Suresh,TCS,Male,48,2,11,153,4,0.4,159813,0,0,Marketing,2
EMP003003,Ankit,IBM India,Male,40,1,14,141,10,0.78,115288,2,0,Quality Assurance,1
EMP003004,Neha,HCL Technologies,Female,52,3,9,251,6,0.77,31424,1,4,Quality Assurance,4
EMP003005,Suresh,IBM India,Male,29,4,1,232,9,0.92,25981,0,2,Sales,5
EMP003006,Anjali,Cognizant,Female,54,4,12,253,2,0.74,123886,2,9,Marketing,4
EMP003007,Rahul,Accenture India,Male,34,1,9,186,9,0.55,74283,0,9,Marketing,1
EMP003008,Vikas,LTIMindtree,Male,24,2,16,196,9,0.41,176006,1,0,Sales,2
EMP003009,Meena,Capgemini,Female,49,5,9,209,1,0.81,38415,1,1,Human Resources,5
EMP003010,Swati,TCS,Female,35,1,5,235,12,0.53,39975,3,3,Quality Assurance,1
EMP003011,Karan,HCL Technologies,Male,37,1,19,206,12,0.85,150504,0,7,Marketing,4
EMP003012,Rohit,IBM India,Male,39,5,0,187,11,0.88,101701,1,5,Marketing,5
EMP003013,Deepak,Tech Mahindra,Male,58,4,16,281,6,0.48,39488,2,3,Human Resources,4
EMP003014,Rohit,Cognizant,Male,29,4,0,220,12,0.48,171983,1,6,Operations,3
EMP003015,Manish,LTIMindtree,Male,47,5,4,281,6,0.93,105344,0,8,IT,5
EMP003016,Manish,LTIMindtree,Male,35,2,14,176,9,0.52,150966,1,5,IT,2
EMP003017,Sneha,TCS,Female,57,1,0,284,6,0.77,139026,1,0,Quality Assurance,1
EMP003018,Ritu,Capgemini,Female,48,3,16,253,13,0.5,93074,3,7,Human Resources,3
EMP003019,Deepak,Wipro,Male,24,4,13,190,14,0.79,197450,1,2,IT,5
EMP003020,Vikas,Tech Mahindra,Male,41,4,12,292,2,0.34,192312,0,4,Operations,4
EMP003021,Arjun,TCS,Male,54,4,10,288,13,0.87,90158,0,1,Quality Assurance,5
EMP003022,Priya,IBM India,Female,39,2,11,222,8,0.99,86057,1,0,Sales,4
EMP003023,Swati,Accenture India,Female,57,5,5,252,1,0.81,41907,1,6,Operations,5
EMP003024,Meena,Infosys,Female,24,2,10,179,5,0.49,134530,1,2,IT,1
EMP003025,Swati,Wipro,Female,57,4,1,264,10,0.64,75676,2,3,Finance,4
EMP003026,Neha,Capgemini,Female,52,1,17,228,3,0.74,96897,0,1,Quality Assurance,3
EMP003027,Amit,Cognizant,Male,32,4,11,220,11,0.35,163572,0,3,IT,5
EMP003028,Rohit,Wipro,Male,36,1,14,128,6,0.43,62808,0,8,IT,1
EMP003029,Kavita,HCL Technologies,Female,34,1,8,251,14,0.84,156237,0,8,Software Development,3
EMP003030,Vikas,Capgemini,Male,21,4,7,289,12,0.96,60814,2,0,Operations,5
EMP003031,Pooja,Accenture India,Female,52,4,17,293,5,0.42,75931,0,6,software dev,5
EMP003032,Sneha,HCL Technologies,Female,41,1,15,193,12,0.32,120855,3,2,Quality Assurance,1
EMP003033,Priya,Wipro,Female,24,2,20,215,12,0.99,31495,1,4,IT,4
EMP003034,Deepak,Infosys,Male,29,2,9,248,13,0.46,132408,0,4,Sales,3
EMP003035,Aarti,Infosys,Female,42,2,11,206,13,0.82,126541,1,3,Sales,3
EMP003036,Pooja,Accenture India,Female,32,3,19,234,10,0.5,192986,0,0,software dev,5
EMP003037,Sneha,LTIMindtree,Female,50,1,11,264,13,0.96,166877,2,10,software dev,2
EMP003038,Priya,Tech Mahindra,Female,50,3,9,235,13,0.68,139228,2,8,Sales,4
EMP003039,Jordan,Cognizant,Other,52,3,13,247,14,0.53,184818,3,4,Finance,3
EMP003040,Vikas,LTIMindtree,Male,56,1,3,210,4,0.34,49224,2,10,Finance,1
EMP003041,Arjun,Infosys,Male,27,3,14,198,3,0.4,82606,2,1,software dev,2
EMP003042,Ankit,Infosys,Male,37,1,19,237,1,0.89,75851,2,1,IT,2
EMP003043,Arjun,IBM India,Male,21,5,8,126,8,0.25,199454,0,3,Operations,4
EMP003044,Sneha,HCL Technologies,Female,34,5,6,252,11,0.33,110752,1,1,Finance,5
EMP003045,Sam,Wipro,Other,58,1,6,299,5,0.35,179854,3,4,Quality Assurance,1
EMP003046,Manish,Cognizant,Male,46,1,19,235,8,0.26,141854,1,1,Operations,2
EMP003047,Manish,Accenture India,Male,47,1,8,222,9,0.75,179968,3,3,IT,1
EMP003048,Manish,Wipro,Male,36,2,9,172,13,0.99,35552,3,3,Software Development,3
EMP003049,Aarti,IBM India,Female,27,1,19,238,8,0.31,62100,0,2,Human Resources,2
EMP003050,Rohit,Infosys,Male,52,4,12,122,6,0.84,20387,1,9,IT,4
EMP003051,Ankit,Accenture India,Male,45,5,5,181,10,0.34,22896,1,6,Operations,4
EMP003052,Ankit,Infosys,Male,51,5,3,151,8,0.98,191393,1,1,IT,5
EMP003053,Deepak,Cognizant,Male,36,1,16,121,5,0.61,194502,3,4,Finance,1
EMP003054,Neha,HCL Technologies,Female,34,5,20,199,9,0.88,176597,3,1,Operations,5
EMP003055,Manish,Wipro,Male,45,1,13,243,6,0.34,54089,3,8,Sales,1
EMP003056,Suresh,Wipro,Male,50,1,2,200,2,0.91,160844,0,5,Finance,2
EMP003057,Ankit,LTIMindtree,Male,27,5,0,172,7,0.27,107652,3,7,IT,3
EMP003058,Aarti,Accenture India,Female,32,5,17,259,14,0.22,32697,0,5,Finance,5
EMP003059,Meena,Tech Mahindra,Female,23,4,1,243,1,0.77,153914,1,2,Sales,3
EMP003060,Rohit,IBM India,Male,47,3,7,252,10,0.29,72902,0,6,Finance,3
EMP003061,Manish,Tech Mahindra,Male,39,4,15,123,12,0.89,45372,2,1,Software Development,4
EMP003062,Swati,LTIMindtree,Female,57,4,3,175,15,0.7,26509,2,3,Software Development,4
EMP003063,Arjun,Cognizant,Male,27,5,18,199,15,0.46,60469,1,9,Finance,5
EMP003064,Priya,IBM India,Female,36,4,19,164,1,0.42,184185,2,4,Human Resources,3
EMP003065,Ankit,HCL Technologies,Male,52,5,9,267,12,0.27,41076,3,3,Operations,5
EMP003066,Manish,Tech Mahindra,Male,28,2,16,172,14,0.75,50100,2,1,Operations,4
EMP003067,Neha,HCL Technologies,Female,33,1,16,192,15,0.93,152231,0,1,Sales,3
EMP003068,Neha,Tech Mahindra,Female,31,3,20,135,15,0.81,77716,3,5,Sales,3
EMP003069,Neha,HCL Technologies,Female,40,2,6,212,8,0.7,81421,2,10,Marketing,2
EMP003070,Rahul,Tech Mahindra,Male,38,1,8,232,15,0.29,165633,1,8,IT,1
EMP003071,Manish,HCL Technologies,Male,57,1,6,149,12,0.86,70891,2,6,Marketing,1
EMP003072,Rahul,LTIMindtree,Male,26,3,20,139,5,0.97,137872,3,7,Operations,4
EMP003073,Meena,Capgemini,Female,40,4,2,225,11,0.41,87601,2,5,Human Resources,3
EMP003074,Meena,IBM India,Female,52,1,11,206,10,0.54,126126,2,7,Quality Assurance,1
EMP003075,Manish,Accenture India,Male,49,3,3,299,9,0.21,135458,0,9,Sales,2
EMP003076,Neha,Cognizant,Female,24,5,16,155,14,0.87,108916,0,3,Human Resources,5
EMP003077,Aarti,TCS,Female,27,1,2,141,12,0.22,28786,0,9,Quality Assurance,1
EMP003078,Ankit,Infosys,Male,40,1,10,248,6,0.59,25434,2,6,Finance,1
EMP003079,Swati,Accenture India,Female,54,4,7,140,15,0.66,77014,0,2,software dev,4
EMP003080,Karan,Infosys,Male,56,4,1,295,13,0.24,28313,0,2,Finance,5
EMP003081,Arjun,IBM India,Male,27,5,13,124,1,0.34,44586,0,2,Finance,5
EMP003082,Sky,Accenture India,Other,53,1,3,239,6,0.83,58865,1,9,Human Resources,1
EMP003083,Vikas,HCL Technologies,Male,35,4,15,287,13,0.4,190396,3,4,Human Resources,4
EMP003084,Amit,HCL Technologies,Male,52,3,13,201,1,0.78,111970,1,5,software dev,3
EMP003085,Meena,TCS,Female,42,1,6,198,13,0.8,52241,2,3,IT,1
EMP003086,Jamie,Infosys,Other,49,3,9,164,5,0.53,151291,2,4,Sales,2
EMP003087,Casey,Cognizant,Other,45,2,11,278,3,0.25,160424,0,2,Software Development,2
EMP003088,Priya,IBM India,Female,25,5,7,262,12,0.21,141144,3,10,Operations,3
EMP003089,Rahul,HCL Technologies,Male,34,4,10,177,10,0.59,68293,1,7,IT,4
EMP003090,Anjali,Capgemini,Female,55,2,19,300,10,0.26,44326,3,9,Marketing,2
EMP003091,Sneha,LTIMindtree,Female,22,4,12,164,9,0.78,53198,2,5,Operations,4
EMP003092,Rohit,LTIMindtree,Male,45,2,11,289,1,0.5,63041,2,3,Marketing,2
EMP003093,Swati,Tech Mahindra,Female,36,4,6,271,6,0.75,98142,0,0,IT,5
EMP003094,Ankit,Cognizant,Male,36,5,20,157,14,0.53,113448,1,9,Human Resources,5
EMP003095,Karan,LTIMindtree,Male,31,1,11,170,3,0.7,140519,1,2,Sales,2
EMP003096,Ritu,Tech Mahindra,Female,55,3,9,143,9,0.87,45773,3,7,Software Development,3
EMP003097,Pooja,Infosys,Female,43,2,6,210,2,0.91,141097,3,10,Marketing,1
EMP003098,Deepak,HCL Technologies,Male,25,3,18,280,12,0.21,106698,2,1,Finance,3
EMP003099,Manish,HCL Technologies,Male,55,3,6,266,11,0.72,162749,0,3,Sales,4
EMP003100,Meena,Capgemini,Female,49,4,17,144,7,0.65,122951,2,10,Operations,4
EMP003101,Rohit,Accenture India,Male,25,1,11,189,9,0.71,53209,3,9,Operations,1
EMP003102,Suresh,LTIMindtree,Male,23,4,3,168,15,0.25,189758,0,4,Operations,4
EMP003103,Meena,Infosys,Female,26,3,0,136,15,0.26,184329,3,10,IT,1
EMP003104,Meena,Wipro,Female,43,5,4,268,3,0.6,199246,1,5,software dev,5
EMP003105,Sneha,LTIMindtree,Female,22,1,9,162,3,0.25,88556,3,1,Marketing,1
EMP003106,Neha,Cognizant,Female,38,1,6,201,3,0.82,63300,2,10,software dev,1
EMP003107,Sneha,Accenture India,Female,50,3,19,269,1,0.82,30318,0,6,Operations,4
EMP003108,Kavita,LTIMindtree,Female,58,4,6,182,13,0.29,107224,0,8,software dev,4
EMP003109,Manish,Infosys,Male,25,5,12,143,9,0.56,49282,0,8,Quality Assurance,5
EMP003110,Pooja,LTIMindtree,Female,31,2,13,152,9,0.68,106914,2,3,Human Resources,2
EMP003111,Rohit,Cognizant,Male,21,4,4,136,6,0.89,38076,2,9,Finance,3
EMP003112,Suresh,Wipro,Male,30,1,20,295,9,0.99,154615,2,3,Operations,3
EMP003113,Rahul,IBM India,Male,46,4,1,163,9,0.21,77900,1,10,Quality Assurance,2
EMP003114,Pooja,TCS,Female,53,2,13,272,1,0.58,87912,0,1,Software Development,4
EMP003115,Suresh,Wipro,Male,47,5,20,226,3,0.84,132636,0,8,Finance,5
EMP003116,Vikas,Tech Mahindra,Male,32,5,7,218,15,0.84,111649,0,4,Human Resources,5
EMP003117,Sneha,LTIMindtree,Female,22,2,19,148,3,0.63,20398,0,6,Quality Assurance,3
EMP003118,Neha,HCL Technologies,Female,21,2,1,131,1,0.35,124182,1,2,Operations,1
EMP003119,Neha,Capgemini,Female,21,3,7,219,6,0.65,171196,0,7,Software Development,3
EMP003120,Karan,HCL Technologies,Male,53,1,19,246,4,0.51,149026,1,10,IT,1
EMP003121,Karan,Wipro,Male,42,3,4,256,8,0.53,128256,3,6,Marketing,2
EMP003122,Neha,HCL Technologies,Female,32,4,11,205,6,0.46,25433,2,7,Sales,4
EMP003123,Rohit,Infosys,Male,59,2,6,172,4,0.32,78717,2,1,Finance,1
EMP003124,Aarti,HCL Technologies,Female,56,3,20,180,5,0.79,104186,0,7,Human Resources,4
EMP003125,Karan,Accenture India,Male,41,1,12,278,12,0.77,72892,2,0,Software Development,2
EMP003126,Priya,IBM India,Female,40,1,14,232,2,0.63,26814,0,9,Operations,2
EMP003127,Rahul,LTIMindtree,Male,56,2,9,167,10,0.48,30538,1,5,Marketing,1
EMP003128,Vikas,HCL Technologies,Male,46,3,3,227,12,0.86,87738,2,5,Finance,3
EMP003129,Swati,Cognizant,Female,51,5,15,198,1,0.33,87189,2,9,Quality Assurance,4
EMP003130,Arjun,IBM India,Male,21,2,6,166,12,0.55,150372,1,9,Sales,2
EMP003131,Deepak,IBM India,Male,58,4,12,280,7,0.72,86562,1,6,Finance,4
EMP003132,Swati,HCL Technologies,Female,34,3,3,186,10,0.86,167432,3,3,Operations,2
EMP003133,Arjun,IBM India,Male,46,3,11,183,12,0.72,90502,1,7,Sales,4
EMP003134,Manish,Capgemini,Male,27,2,19,241,3,0.29,87571,0,1,IT,2
EMP003135,Ankit,HCL Technologies,Male,32,3,1,264,13,0.28,51584,0,7,software dev,3
EMP003136,Karan,Infosys,Male,44,3,4,163,3,0.24,78427,2,6,Software Development,1
EMP003137,Vikas,Wipro,Male,39,4,7,124,6,0.65,61555,2,9,Sales,2
EMP003138,Swati,Accenture India,Female,29,4,3,213,3,0.39,77154,1,5,Human Resources,3
EMP003139,Sneha,TCS,Female,55,5,1,198,7,0.33,66277,0,7,Operations,5
EMP003140,Deepak,Tech Mahindra,Male,24,4,5,158,7,0.27,20848,1,1,Marketing,3
EMP003141,Manish,IBM India,Male,52,5,2,289,5,0.71,59802,1,7,software dev,5
EMP003142,Ritu,Infosys,Female,26,4,13,221,1,0.8,140622,0,9,Operations,5
EMP003143,Taylor,LTIMindtree,Other,48,5,9,211,13,0.89,101859,2,3,Sales,5
EMP003144,Rahul,LTIMindtree,Male,48,4,10,140,9,0.68,174784,2,10,Sales,4
EMP003145,Swati,Tech Mahindra,Female,49,4,4,294,15,0.48,124965,2,6,IT,4
EMP003146,Sneha,Accenture India,Female,25,2,15,193,2,0.58,42975,2,9,Marketing,1
EMP003147,Amit,IBM India,Male,25,4,8,147,15,0.71,132461,3,7,Quality Assurance,4
EMP003148,Vikas,Capgemini,Male,57,5,20,268,4,0.77,98829,3,2,Marketing,5
EMP003149,Suresh,Tech Mahindra,Male,48,2,15,232,15,0.72,141286,2,7,Quality Assurance,3
EMP003150,Ritu,Accenture India,Female,29,5,8,147,15,0.97,44389,0,0,IT,5
EMP003151,Swati,IBM India,Female,49,4,16,205,10,0.8,38754,0,8,Human Resources,5
EMP003152,Anjali,Infosys,Female,34,4,11,221,10,0.8,123268,1,1,Marketing,5
EMP003153,Karan,Wipro,Male,58,5,14,138,2,0.86,52199,3,1,Sales,5
EMP003154,Anjali,Capgemini,Female,54,3,9,182,15,0.57,33439,2,4,software dev,3
EMP003155,Pooja,TCS,Female,57,2,3,235,12,0.41,70088,2,7,IT,1
EMP003156,Anjali,LTIMindtree,Female,34,2,16,299,1,0.85,87683,0,0,software dev,4
EMP003157,Vikas,Cognizant,Male,38,4,17,157,13,0.57,108863,1,2,IT,5
EMP003158,Sneha,Infosys,Female,53,2,17,165,15,0.69,103952,0,7,Operations,3
EMP003159,Suresh,LTIMindtree,Male,54,5,9,271,1,0.54,20241,3,6,Human Resources,4
EMP003160,Kavita,HCL Technologies,Female,48,4,10,211,1,0.52,144972,0,10,Software Development,3
EMP003161,Swati,Cognizant,Female,56,2,20,292,7,0.74,57919,2,5,IT,3
EMP003162,Arjun,LTIMindtree,Male,57,1,0,128,11,0.73,108603,0,0,software dev,1
EMP003163,Anjali,Accenture India,Female,43,2,9,128,12,0.45,143629,0,3,Operations,2
EMP003164,Ankit,Capgemini,Male,37,5,2,140,9,0.35,67885,2,2,Software Development,4
EMP003165,Aarti,LTIMindtree,Female,31,2,5,143,15,0.31,157868,3,9,Sales,1
EMP003166,Rohit,TCS,Male,52,3,16,214,1,0.29,105980,3,9,Finance,2
EMP003167,Sneha,Wipro,Female,57,3,11,212,10,0.85,78801,3,6,Human Resources,3
EMP003168,Neha,Accenture India,Female,35,4,10,159,6,0.43,96967,3,7,IT,3
EMP003169,Suresh,Infosys,Male,24,3,16,299,11,0.74,46736,2,6,Human Resources,3
EMP003170,Ritu,Infosys,Female,59,5,2,251,5,0.43,129168,3,4,Operations,3
EMP003171,Ankit,Infosys,Male,50,1,8,250,14,0.73,103229,2,8,Operations,1
EMP003172,Rahul,Infosys,Male,30,1,17,260,3,0.99,177217,2,3,Finance,1
EMP003173,Swati,Wipro,Female,43,4,5,140,2,0.25,44109,0,2,Operations,3
EMP003174,Ritu,LTIMindtree,Female,44,4,2,127,2,0.72,55840,0,10,Finance,3
EMP003175,Pooja,IBM India,Female,56,3,5,239,15,0.43,71617,2,7,Quality Assurance,3
EMP003176,Aarti,LTIMindtree,Female,25,5,10,229,2,0.27,73434,0,0,IT,5
EMP003177,Aarti,HCL Technologies,Female,57,3,10,248,7,0.26,90080,0,9,software dev,3
EMP003178,Pooja,Capgemini,Female,39,5,6,133,4,0.5,24849,1,1,Finance,4
EMP003179,Neha,Cognizant,Female,57,5,12,195,7,0.63,80481,1,9,Software Development,5
EMP003180,Anjali,IBM India,Female,28,1,12,155,14,0.72,150434,1,4,Quality Assurance,2
EMP003181,Ankit,IBM India,Male,27,5,6,269,10,0.65,22979,3,8,Quality Assurance,4
EMP003182,Ankit,LTIMindtree,Male,33,2,13,236,1,0.92,32208,0,5,Finance,3
EMP003183,Aarti,IBM India,Female,57,5,1,283,12,0.32,51431,3,6,Software Development,4
EMP003184,Swati,Tech Mahindra,Female,47,1,2,164,10,0.86,82550,2,2,IT,1
EMP003185,Kavita,Tech Mahindra,Female,38,3,3,263,4,0.62,54744,3,4,Operations,2
EMP003186,Amit,HCL Technologies,Male,44,5,7,130,9,0.89,60674,0,3,IT,5
EMP003187,Jordan,Cognizant,Other,22,2,20,186,7,0.54,160426,1,10,Human Resources,2
EMP003188,Ankit,TCS,Male,36,4,0,217,10,0.59,186122,3,4,software dev,3
EMP003189,Priya,Wipro,Female,34,3,8,272,6,0.54,184613,0,3,software dev,4
EMP003190,Suresh,LTIMindtree,Male,37,4,16,209,7,0.28,176521,1,10,Human Resources,4
EMP003191,Suresh,Wipro,Male,26,2,17,278,2,0.32,39433,2,5,software dev,1
EMP003192,Neha,TCS,Female,55,1,6,232,1,0.61,25932,2,3,software dev,1
EMP003193,Sky,LTIMindtree,Other,37,1,2,209,10,0.63,54512,2,5,Operations,1
EMP003194,Arjun,LTIMindtree,Male,58,3,15,208,9,0.57,71427,3,10,IT,2
EMP003195,Vikas,Cognizant,Male,26,5,7,130,2,0.21,144600,2,7,Sales,3
EMP003196,Arjun,Wipro,Male,58,5,4,199,2,0.6,177884,3,8,IT,3
EMP003197,Arjun,Tech Mahindra,Male,41,4,16,203,3,0.31,106033,3,5,Human Resources,3
EMP003198,Ankit,Infosys,Male,55,1,18,225,12,0.65,119334,3,6,IT,1
EMP003199,Aarti,Wipro,Female,43,5,17,235,13,0.43,181052,3,1,Software Development,5
EMP003200,Priya,Capgemini,Female,32,5,4,285,3,0.99,70372,1,3,Sales,5
EMP003201,Vikas,Capgemini,Male,49,1,6,121,3,0.49,130991,1,3,Marketing,1
EMP003202,Anjali,LTIMindtree,Female,47,1,17,173,4,0.86,145892,3,8,Marketing,1
EMP003203,Karan,Infosys,Male,26,2,12,212,11,0.4,101993,1,5,Quality Assurance,2
EMP003204,Deepak,Accenture India,Male,41,4,10,126,1,0.35,163358,0,7,Finance,3
EMP003205,Vikas,TCS,Male,27,1,4,296,11,0.38,61372,1,9,Marketing,1
EMP003206,Swati,HCL Technologies,Female,36,2,14,159,13,0.47,66095,2,6,software dev,2
EMP003207,Karan,Infosys,Male,25,1,20,164,1,0.88,44835,3,1,Finance,1
EMP003208,Arjun,HCL Technologies,Male,35,3,6,251,14,0.81,53856,1,4,Marketing,4
EMP003209,Suresh,Wipro,Male,41,3,4,226,12,0.55,139879,1,8,Quality Assurance,3
EMP003210,Karan,Wipro,Male,24,3,6,153,12,0.35,53755,3,9,software dev,2
EMP003211,Ankit,HCL Technologies,Male,25,1,16,127,4,0.24,164000,3,9,software dev,1
EMP003212,Priya,TCS,Female,27,5,8,151,1,0.69,163865,0,10,Human Resources,4
EMP003213,Meena,Infosys,Female,55,5,5,265,12,0.77,42235,0,5,Finance,5
EMP003214,Pooja,Accenture India,Female,56,3,8,287,4,0.68,127650,3,10,Operations,3
EMP003215,Ankit,LTIMindtree,Male,35,4,16,194,13,0.6,55569,3,8,Finance,4
EMP003216,Rohit,Cognizant,Male,48,2,1,156,2,0.98,140408,0,8,IT,3
EMP003217,Vikas,Wipro,Male,22,3,19,155,7,0.22,108888,0,1,Human Resources,3
EMP003218,Suresh,Capgemini,Male,25,2,12,129,6,0.99,103300,1,10,IT,2
EMP003219,Anjali,TCS,Female,27,2,16,189,2,0.42,25578,1,2,Operations,2
EMP003220,Karan,Cognizant,Male,42,3,20,237,2,0.51,146225,2,9,IT,3
EMP003221,Rohit,Accenture India,Male,51,5,19,281,12,0.8,148105,2,1,software dev,5
EMP003222,Aarti,IBM India,Female,52,4,5,214,1,0.38,184902,0,4,Operations,3
EMP003223,Manish,LTIMindtree,Male,28,3,18,191,4,0.77,75931,3,7,Marketing,3
EMP003224,Robin,Wipro,Other,31,2,5,264,2,0.47,29336,3,5,Sales,1
EMP003225,Vikas,LTIMindtree,Male,21,1,1,242,5,0.95,57459,1,7,Quality Assurance,1
EMP003226,Pooja,Cognizant,Female,39,1,12,180,12,0.34,173808,2,0,Human Resources,1
EMP003227,Suresh,LTIMindtree,Male,58,2,19,265,12,0.95,39206,1,8,software dev,5
EMP003228,Robin,IBM India,Other,57,3,9,155,4,0.83,180694,3,10,Quality Assurance,2
EMP003229,Arjun,Cognizant,Male,27,5,8,300,1,0.34,130703,1,6,Operations,5
EMP003230,Neha,Wipro,Female,59,3,12,280,5,0.51,103344,1,3,Human Resources,3
EMP003231,Deepak,Infosys,Male,45,4,6,270,5,0.28,30819,1,7,Sales,4
EMP003232,Pooja,Capgemini,Female,42,1,17,157,15,0.68,58691,0,6,Quality Assurance,2
EMP003233,Deepak,Cognizant,Male,47,2,13,277,13,0.97,45309,2,10,IT,3
EMP003234,Suresh,Tech Mahindra,Male,58,5,3,263,5,0.26,69152,1,4,Operations,4
EMP003235,Anjali,IBM India,Female,59,3,7,223,2,0.41,65814,1,4,IT,3
EMP003236,Avery,Cognizant,Other,35,4,11,211,4,0.8,115522,1,0,Sales,4
EMP003237,Deepak,Cognizant,Male,22,3,7,125,14,0.57,76395,2,8,Software Development,3
EMP003238,Sneha,Tech Mahindra,Female,28,4,15,252,5,0.47,98224,3,10,IT,3
EMP003239,Ankit,Wipro,Male,26,3,0,211,11,0.68,171119,0,5,Software Development,3
EMP003240,Ritu,Cognizant,Female,40,5,9,120,11,0.44,125115,0,1,Operations,4
EMP003241,Anjali,Capgemini,Female,47,5,6,133,6,0.46,167231,1,7,Sales,4
EMP003242,Swati,LTIMindtree,Female,43,2,13,202,7,0.84,57613,3,8,software dev,2
EMP003243,Aarti,Wipro,Female,37,5,16,150,10,0.51,37279,3,3,IT,4
